,Attr2,Attr8,Attr9,Attr10,Attr15,Attr16,Attr17,Attr22,Attr26,Attr27,Attr34,Attr46,Attr64,class
579,0.29055,2.4418,0.70943,0.70945,2100.6,0.17376,3.4418,0.056334,0.14296,1.4331,2.2537,1.1375,1.1873,0
586,0.43222,1.234,1.3416,0.53338,626.2,0.58288,2.3136,0.25316,0.52154,3.4098,0.58571,0.6338,1.2152,0
591,0.71919,0.33445,1.1434,0.24053,1598.3,0.22837,1.3905,0.088879,0.19864,1.3652,0.12358,0.54245,0.85986,0
592,0.66015,0.50212,1.1243,0.33147,2476.2,0.1474,1.5148,0.086987,0.12926,1.2307,0.13177,0.44656,1.2973,0
596,2.3038,-0.56819,0.38154,-1.309,-765.16,-0.47702,0.43407,-0.70186,-0.47702,-6.4176,-0.30465,0.26922,0.51168,0
597,0.59181,0.67776,1.357,0.4011,1666.5,0.21903,1.6897,0.11556,0.21903,5.4029,0.19526,0.29256,0.3092,0
600,0.80232,0.1921,0.96777,0.15413,-175010.0,-0.0020856,1.2464,-0.03033,0.0097755,-0.29679,-0.037802,0.1678,1.367,0
601,0.16358,5.1133,1.2962,0.83642,130.67,2.7932,6.1133,0.2128,2.5463,16.803,6.7492,1.4266,1.8022,0
602,0.67832,0.42902,1.104,0.29102,1422.0,0.25668,1.4742,0.15578,0.20484,0.95657,0.22965,0.91182,7.1494,0
603,0.62641,0.5964,2.1152,0.37359,1754.4,0.20805,1.5964,0.1203,0.18935,4.1041,3.0657,1.3412,7.8489,0
605,0.71789,0.39297,1.1464,0.28211,12901.0,0.028293,1.393,0.046032,0.028293,0.24227,1.4927,1.2234,2.9895,0
607,0.43383,1.305,2.4701,0.56617,428.1,0.8526,2.305,0.30267,0.73176,7.7978,5.0003,3.3678,6.5549,0
608,0.32631,2.0646,1.4556,0.67369,320.34,1.1394,3.0646,0.0,1.1394,0.0,3.1764,1.4031,3.4957,0
609,0.63652,0.54429,1.0615,0.34645,3281.4,0.11123,1.5711,0.044236,0.11123,0.6192,0.069497,0.74614,1.0948,0
615,0.40831,1.4491,1.5867,0.59169,612.36,0.59606,2.4491,0.18392,0.50868,32.458,3.5267,1.2616,2.1979,0
619,0.576,0.71283,1.0811,0.41059,975.33,0.37423,1.7361,0.21153,0.30561,0.9105,0.36724,0.55048,5.5776,0
626,0.24692,2.917,1.2653,0.72028,515.84,0.70758,4.0498,0.13428,0.59712,2.6046,0.54381,1.0241,0.85752,0
628,0.58344,0.71396,1.3811,0.41656,828.15,0.44074,1.714,0.22556,0.37385,165.27,1.9758,0.66176,1.8337,0
629,0.56883,0.75801,1.5536,0.43117,2297.3,0.15888,1.758,0.053082,0.15888,1.4712,2.6316,0.61777,2.8446,0
632,0.28837,2.1687,1.4378,0.62537,247.76,1.4732,3.4678,0.27551,1.2986,4.4716,0.9554,1.2189,1.1125,0
633,0.45311,1.1758,1.1474,0.53275,1267.4,0.28799,2.207,0.095398,0.24533,1.4079,0.21054,0.48097,1.2528,0
634,0.28759,2.4771,2.1624,0.71241,152.83,2.3883,3.4771,0.6506,1.9487,176.74,5.2594,3.6372,50.635,0
635,0.43113,1.3195,0.87865,0.56887,3595.0,0.10153,2.3195,0.0,0.10153,0.0,1.4984,0.57593,1.791,0
638,0.094146,9.5934,1.2069,0.90318,107.53,3.3943,10.622,0.30183,2.8002,1.9583,3.206,3.1322,2.8745,0
639,0.6277,0.59312,0.53502,0.3723,-3497.3,-0.10437,1.5931,0.0067563,-0.10437,0.071874,0.8456,0.4503,0.75629,0
640,0.36206,1.6504,1.8216,0.59752,406.47,0.89797,2.762,0.28604,0.75293,8.2417,0.79005,2.4844,0.83959,0
642,0.36127,1.5593,1.2331,0.56331,465.18,0.78463,2.768,0.24754,0.64412,2.2948,0.68519,0.89605,2.1703,0
645,0.67737,0.47631,1.1721,0.32263,1956.0,0.1866,1.4763,0.11332,0.15531,1.7322,0.1673,0.12337,0.91477,0
646,0.31566,1.9574,1.0953,0.61786,821.7,0.4442,3.168,0.077837,0.41048,1.134,0.24659,1.1322,1.1758,0
650,0.77288,0.29386,0.81798,0.22712,-1276.0,-0.28606,1.2939,-0.14593,-0.28606,-1.4389,1.2446,0.58249,1.5926,0
654,0.185,4.4054,0.22848,0.815,-331.79,-1.1001,5.4053,-0.23499,-1.0928,-79.212,2.5248,1.1615,0.32666,0
655,0.41013,1.1868,1.0073,0.48674,-1713.7,-0.21299,2.4382,-0.11762,-0.22178,-0.97165,-0.28679,1.9251,2.3802,0
656,0.57243,0.74694,0.87092,0.42757,1255.9,0.29064,1.7469,0.10982,0.26811,2.3242,1.3278,1.0246,1.3372,0
659,0.34493,1.8991,1.0353,0.65507,679.14,0.53744,2.8991,0.10926,0.48402,7.3306,2.655,1.1543,1.6053,0
663,0.73854,0.35402,2.2561,0.26146,1336.4,0.27313,1.354,0.15739,0.26777,36.063,2.862,0.57992,4.4408,0
668,0.75221,0.32941,1.1419,0.24779,-1917.3,-0.19038,1.3294,-0.092471,-0.17715,-0.72547,1.6429,0.27578,1.8178,0
673,0.25641,2.9,1.464,0.74359,483.15,0.75546,3.9,0.0,0.75546,0.0,3.9828,1.1918,2.1268,0
677,0.8598,0.16306,1.0748,0.1402,6809.1,0.053605,1.1631,0.039666,0.045013,8.5172,1.2142,0.2761,11.211,0
681,0.89141,0.12182,3.3589,0.10859,872.89,0.41815,1.1218,0.31214,0.41815,15.104,3.7286,0.73004,9.0945,0
682,0.27076,1.2988,1.1727,0.35168,613.97,0.5945,3.6933,0.16732,0.45467,1.4336,0.61795,1.1983,49.666,0
683,0.61142,0.63554,1.9287,0.38858,-2559.6,-0.1426,1.6355,-0.08675,-0.14571,-0.067259,2.786,0.79065,5.5037,0
684,0.33535,1.9819,2.292,0.66465,759.2,0.48077,2.9819,0.0,0.48077,0.0,5.2557,0.88066,4.7023,0
685,0.20754,3.7749,1.0444,0.78344,908.02,0.40197,4.8184,0.076959,0.34773,0.48703,0.37082,3.1604,7.5908,0
687,0.60082,0.6644,1.8969,0.39918,1733.7,0.21053,1.6644,0.08352,0.18164,6.0999,2.9916,1.0397,3.7831,0
691,0.42014,1.3802,1.0505,0.57986,1241.8,0.29394,2.3802,0.10708,0.2579,13.233,2.3928,0.66179,2.8552,0
692,0.96497,0.026015,1.0156,0.025104,-5272.2,-0.069231,1.0363,0.011904,-0.036935,0.1278,0.012336,0.62909,1.8886,0
693,0.11303,7.4259,1.0193,0.83935,1467.1,0.2488,8.8472,-0.0028398,0.24394,-0.0684,-0.025124,0.40135,0.56158,0
694,0.17204,4.8118,1.0199,0.82782,1671.4,0.21838,5.8126,0.010522,0.21838,0.15462,0.061158,5.0073,1.5334,0
695,0.23473,3.248,1.0735,0.76241,468.11,0.77973,4.2602,0.096732,0.68315,0.60762,0.4121,4.527,3.8795,0
697,0.53342,0.84637,1.051,0.45147,6679.6,0.054644,1.8747,0.025769,0.046829,0.77458,0.048309,1.9701,0.48965,0
701,0.45964,1.1756,0.97304,0.54036,626.6,0.58251,2.1756,0.21669,0.49556,20.04,1.6563,0.61048,1.2231,0
702,0.25062,2.9827,1.0162,0.74753,2209.4,0.1652,3.9901,0.0083992,0.17235,0.080648,0.033514,1.3402,2.188,0
704,0.45759,1.1815,1.0196,0.54062,455.07,0.80208,2.1854,0.34638,0.66205,2.9216,0.75698,1.0957,2.2089,0
705,0.55141,0.81322,1.0818,0.44842,768.9,0.4747,1.8135,0.23168,0.39108,0.82452,0.42015,1.4009,12.018,0
709,0.30113,2.3208,2.062,0.69887,487.01,0.74948,3.3208,0.13798,0.65312,19.965,6.4439,0.77659,5.2725,0
710,0.075357,11.935,1.2328,0.89938,230.48,1.5836,13.27,0.092328,1.3647,2.5841,1.2252,2.1918,0.5664,0
711,0.77901,0.21369,1.0235,0.16646,3076.9,0.11863,1.2837,0.059522,0.10572,0.31168,0.076407,0.47838,4.378,0
712,0.50765,0.91469,1.2051,0.46434,459.4,0.79451,1.9699,0.33675,0.66806,2.1154,0.66335,0.55775,2.9382,0
713,0.12694,6.8778,1.1329,0.87306,175.43,2.0806,7.8778,0.19385,1.7728,105.13,7.0225,4.1572,2.074,0
718,0.42702,1.3044,1.0459,0.55703,860.49,0.42418,2.3418,0.11911,0.37013,0.60116,0.27894,1.2065,6.7,0
721,1.2707,-0.21301,0.1289,-0.27066,-37496.0,-0.0097343,0.78699,0.0023872,0.010733,0.036011,0.22171,0.12721,0.15003,0
722,0.60982,0.63982,0.87717,0.39018,558.13,0.65397,1.6398,0.30991,0.65397,12.875,0.9497,0.98633,1.2742,0
723,0.55322,0.71348,1.2067,0.39471,499.18,0.7312,1.8076,0.29929,0.66266,1.9084,0.54099,0.28988,2.7212,0
724,0.39784,1.5136,0.71962,0.60216,910.19,0.40101,2.5136,0.069536,0.40101,6.9466,1.6347,1.2227,1.6766,0
725,0.29958,2.3105,1.0677,0.69218,3951.1,0.092378,3.338,0.045127,0.1063,0.62029,0.15064,0.36319,0.92416,0
727,0.23431,2.6536,0.9586,0.62177,817.14,0.44668,4.2678,-0.00039242,0.43743,-0.0029848,-0.0016748,2.8554,2.8785,0
728,0.52508,0.61702,1.0473,0.32398,1789.9,0.20392,1.9045,0.082699,0.18349,0.54757,0.1575,1.2152,2.9747,0
731,0.65182,0.48362,1.0681,0.31523,1995.8,0.18288,1.5342,0.090407,0.1538,0.68141,0.1387,0.65331,2.5368,0
733,0.21974,3.5486,1.2812,0.77976,254.58,1.4338,4.5509,0.26928,1.1896,2.4588,1.2255,0.90912,1.7378,0
734,0.90792,0.10141,4.893,0.092077,2547.8,0.14326,1.1014,0.13781,0.13438,2.2008,5.2257,0.47904,12.351,0
735,0.22181,3.4595,1.0285,0.76734,713.89,0.51128,4.5084,0.052335,0.45583,0.27857,0.23595,1.7524,3.8907,0
736,0.20167,3.6465,1.0733,0.73541,558.23,0.65385,4.9585,0.072466,0.58368,0.6885,0.35932,1.7357,1.9435,0
737,0.57994,0.72433,1.1719,0.42006,1639.6,0.22262,1.7243,0.11845,0.18855,1.6529,0.20424,0.29271,1.0787,0
739,0.20965,2.7625,1.1507,0.57917,243.21,1.5008,4.7698,0.21055,1.304,1.7199,1.0043,0.45879,1.9634,0
740,0.35427,1.7898,1.3834,0.63406,519.05,0.70321,2.8227,0.20803,0.59713,3.8634,0.5872,0.30165,0.91752,0
744,0.40089,1.4944,1.9986,0.59911,924.55,0.39479,2.4944,0.10771,0.34504,16.924,4.7547,1.5532,29.001,0
745,0.19973,4.0068,0.7957,0.80027,354.72,1.029,5.0068,0.09262,0.92257,265.36,3.1379,1.8905,1.3655,0
746,0.19973,4.0068,0.7957,0.80027,354.72,1.029,5.0068,0.09262,0.92257,265.36,3.1379,1.8905,1.3655,0
747,0.70152,0.42692,4.6234,0.29949,646.71,0.5644,1.4255,0.37563,0.43994,92.5,5.9001,1.2447,46.0,0
751,0.68596,0.25896,1.0379,0.17764,-490.96,-0.74344,1.4578,0.061954,-0.73565,0.57761,0.090318,0.51787,1.8301,0
752,0.51362,0.94627,1.0343,0.48603,1172.8,0.31122,1.947,0.11461,0.26785,0.35705,0.22315,1.4838,10.346,0
756,1.0657,-0.061688,1.1727,-0.065744,2713.0,0.13454,0.93831,0.13344,0.10862,4.3871,0.90616,0.18662,3.0827,0
761,0.17815,4.0448,0.99178,0.72058,913.23,0.39968,5.6132,-0.0049595,0.38278,-0.024263,-0.027839,2.4012,3.8866,0
763,0.50052,0.99791,2.0647,0.49948,1182.1,0.30878,1.9979,0.13743,0.26828,2.5412,2.0461,1.1139,3.3006,0
766,0.44922,1.0789,0.94837,0.48467,-42005.0,-0.0086895,2.2261,-0.04408,-0.012049,-0.62288,-0.098125,0.5068,0.9186,0
767,0.50922,0.96377,2.1331,0.49078,842.65,0.43316,1.9638,0.18684,0.35247,86.169,3.6404,1.2319,93.385,0
768,0.22443,3.4557,1.3865,0.77557,177.84,2.0524,4.4557,0.40808,1.7157,3.8807,1.8183,0.75039,1.7458,0
771,0.50445,0.97985,1.2834,0.49429,895.82,0.40745,1.9823,0.11674,0.4071,2.6231,0.23141,1.2536,1.3321,0
772,0.58682,0.68717,1.1621,0.40324,-7033.5,-0.051895,1.7041,0.067254,0.31346,1.2574,0.11461,2.2371,0.82699,0
773,0.17192,4.6387,1.2625,0.7975,216.86,1.6831,5.8166,0.2212,1.436,2.7861,1.2866,1.5705,1.3352,0
774,0.58439,0.69417,1.0883,0.40566,1873.3,0.19485,1.7112,0.074045,0.16914,0.66559,0.12671,1.7539,2.3131,0
775,1.0095,-0.0094502,0.49601,-0.0095404,-5235.9,-0.069712,0.99055,0.0,-0.069712,0.0,0.46421,0.3667,0.72541,0
776,0.34874,1.6629,1.0525,0.57994,1270.7,0.28724,2.8674,0.033517,0.27663,0.44198,0.096109,0.28281,0.89626,0
781,0.46742,1.1394,1.1127,0.53258,1314.1,0.27776,2.1394,0.091065,0.24861,1.295,0.19483,1.5084,2.1879,0
784,0.1787,4.5959,1.1448,0.8213,297.24,1.228,5.5959,0.19872,1.0129,1.4548,1.112,1.8686,2.2922,0
785,0.67736,0.47633,1.9396,0.32264,3847.1,0.094876,1.4763,0.047117,0.081015,8.0383,2.7987,0.64333,3.2297,0
789,0.47491,1.0454,1.1315,0.49645,824.38,0.44276,2.1057,0.18939,0.35927,1.391,0.39878,0.85686,3.2861,0
793,0.54889,0.57261,1.1424,0.3143,1312.3,0.27815,1.8219,0.14536,0.23084,1.4847,0.26483,0.30283,1.7668,0
794,0.59011,0.56007,1.0604,0.33051,1308.5,0.27895,1.6946,0.14032,0.21862,0.64779,0.23779,1.4814,16.469,0
798,0.42065,1.2749,0.96865,0.5363,-5351.0,-0.068211,2.3772,-0.071506,-0.040236,-0.47706,-0.16999,1.4807,2.5383,0
800,0.38238,1.4213,1.0288,0.54348,2326.1,0.15692,2.6152,0.039189,0.15506,0.34536,0.10249,0.9066,1.7387,0
803,0.40995,1.384,1.3004,0.56738,519.45,0.70267,2.4393,0.2313,0.5963,3.0676,0.56421,2.1178,1.6128,0
804,0.35719,1.7996,0.43854,0.64281,-30241.0,-0.01207,2.7996,-0.026812,-0.0034546,-0.90195,0.97657,0.80739,0.64532,0
808,0.89885,0.11254,0.99534,0.10115,16263.0,0.022443,1.1125,0.022853,0.022443,0.73823,1.0819,0.30775,1.725,0
809,0.79072,0.26467,2.2351,0.20928,2937.0,0.12428,1.2647,0.081125,0.1133,1.0992,2.733,0.48936,5.2515,0
813,0.55474,0.80264,1.9089,0.44526,1015.8,0.35931,1.8026,0.15289,0.31293,3.9486,3.2393,1.2853,2.7633,0
814,0.21488,3.6537,0.95363,0.78512,286.54,1.2738,4.6537,0.20361,1.0859,26.371,3.6606,2.4366,1.7524,0
815,0.60069,0.66476,2.2461,0.39931,1481.7,0.24633,1.6648,0.11177,0.21035,13.287,3.5759,0.95447,5.3092,0
816,0.37321,1.6794,3.9191,0.62679,1123.4,0.32491,2.6794,0.086151,0.32491,13.25,10.352,2.3341,17.886,0
818,0.26243,2.8105,2.6352,0.73757,527.76,0.69161,3.8105,0.11272,0.69161,17.135,9.6386,1.7561,4.4303,0
820,0.7449,0.25462,1.0083,0.18967,28020.0,0.013026,1.3425,0.03404,0.0091123,0.11108,0.045698,1.0623,45.327,0
821,0.4223,1.0317,1.064,0.43569,935.23,0.39028,2.368,0.12574,0.35534,0.85261,0.29775,0.66664,2.2201,0
822,0.84221,0.18451,1.0285,0.15539,3618.3,0.10088,1.1874,0.049374,0.094746,0.28037,0.058624,0.79239,5.3301,0
823,0.16402,5.0967,1.0085,0.83598,481.67,0.75778,6.0967,0.021751,0.72907,0.1034,0.13261,4.4858,8.0125,0
825,0.30125,2.1152,1.3389,0.63721,189.31,1.928,3.3195,0.50674,1.6017,3.0247,1.6821,1.9342,6.7594,0
826,0.45429,1.1518,1.1282,0.52326,483.39,0.75508,2.2012,0.28722,0.6313,1.347,0.63224,0.5398,5.1644,0
827,0.55289,0.78025,1.0627,0.43139,1813.1,0.20132,1.8087,0.053139,0.19142,0.60952,0.096113,0.77446,1.5171,0
829,0.29274,2.416,0.99088,0.70726,2541.3,0.14363,3.416,-0.014702,0.17067,-0.10064,-0.050221,1.4963,2.0692,0
831,0.1039,8.0065,1.2205,0.83191,139.28,2.6207,9.6242,0.22638,2.1579,2.17,2.1787,3.5982,2.0054,0
832,0.27076,2.6146,1.1068,0.70794,445.6,0.81912,3.6933,0.15493,0.70422,0.97825,0.57219,1.405,4.3232,0
835,0.57312,0.7351,1.0898,0.4213,1319.0,0.27673,1.7448,0.12484,0.26678,0.90603,0.21783,0.42996,1.9963,0
838,0.3831,1.5575,1.0649,0.59667,527.21,0.69232,2.6103,0.21158,0.60753,1.5555,0.55229,0.91623,2.6466,0
840,0.58652,0.70497,2.2186,0.41348,944.48,0.38646,1.705,0.18564,0.33085,13.839,3.4642,1.3838,9.8596,0
842,0.42116,1.3744,1.5042,0.57884,1745.6,0.2091,2.3744,0.034803,0.19839,1.9449,3.5169,0.49356,2.785,0
848,0.61089,0.63695,2.2241,0.38911,800.95,0.45571,1.6369,0.22519,0.4026,5.2776,3.42,0.66258,3.7338,0
854,0.62926,0.58875,1.0598,0.37048,1885.7,0.19356,1.5892,0.10924,0.14604,0.35504,0.1736,1.1196,7.7919,0
860,0.37224,1.6865,2.6262,0.62776,425.34,0.85815,2.6865,0.29903,0.66591,24.887,6.0626,1.5385,4.9169,0
862,0.19027,4.2557,2.1013,0.80973,268.28,1.3605,5.2557,0.2157,1.3605,25.992,9.9103,18.537,5.4461,0
872,0.68516,0.4595,2.4295,0.31484,1046.9,0.34864,1.4595,0.19134,0.34864,6.1341,3.2744,1.2967,7.207,0
875,0.87738,0.13975,3.1072,0.12262,2945.9,0.1239,1.1398,0.17182,0.10305,1.7103,3.352,0.80899,9.3359,0
883,0.32159,2.1095,2.6818,0.67841,305.53,1.1946,3.1095,0.37859,1.1946,20.372,7.1621,1.5847,5.0558,0
884,0.11283,7.8629,1.4076,0.88717,80.597,4.5287,8.8629,0.45311,4.5287,92.771,8.5388,6.612,2.9292,0
885,0.26974,2.7072,2.7051,0.73026,278.45,1.3108,3.7072,0.22681,1.3108,9.0323,9.2327,10.905,4.0627,0
888,2.7459,-0.63583,7.2408,-1.7459,-4461.6,-0.08181,0.36417,0.0,-0.08181,0.0,2.4855,0.0058377,11.067,0
895,0.58044,0.72283,2.5582,0.41956,959.0,0.3806,1.7228,0.16571,0.32776,15.176,4.1679,0.68411,4.0445,0
901,0.22543,3.4359,1.3126,0.77457,448.06,0.81462,4.4359,0.16564,0.67366,10.939,5.0763,1.3651,1.8717,0
902,0.41462,1.3534,1.1275,0.56117,663.05,0.55049,2.4118,0.1783,0.47868,1.5502,0.43004,1.3095,2.4676,0
903,0.20892,3.7865,1.6272,0.79108,178.18,2.0484,4.7865,0.33438,2.0484,404.94,6.208,2.5194,3.0083,0
904,0.049629,9.4894,1.492,0.47095,129.38,2.8211,20.15,0.13356,2.2491,4.6451,2.6911,4.8498,0.56947,0
905,0.73281,0.27252,0.98807,0.19971,-4215.1,-0.086593,1.3646,-0.0094003,-0.059512,-0.10987,-0.012828,0.56011,1.1759,0
906,0.56599,0.76683,0.98074,0.43401,1005.7,0.36294,1.7668,0.17751,0.31111,6.0385,1.416,1.0414,2.7069,0
908,0.59961,0.66774,0.68398,0.40039,1926.5,0.18946,1.6677,0.029438,0.17378,6.1401,1.0661,0.48097,0.90397,0
911,0.33724,1.5653,2.2313,0.52788,515.27,0.70837,2.9652,0.0053065,0.68628,1.0455,6.5643,2.1788,7.4756,0
915,0.32767,1.8555,1.3708,0.60799,343.17,1.0636,3.0518,0.27052,0.91004,3.6425,0.8256,0.95992,1.555,0
916,0.2049,3.7094,0.94822,0.76005,-7250.9,-0.050339,4.8805,-0.074342,-0.042143,-0.62768,-0.36282,1.4583,2.0592,0
917,0.37721,1.651,0.38543,0.62279,-118680.0,-0.0030754,2.651,-0.021166,-0.0040264,-1.1355,0.84159,1.7458,1.15,0
920,0.36822,1.7158,0.94314,0.63178,685.83,0.5322,2.7158,0.10779,0.48446,2.7338,2.2623,0.89196,1.4167,0
921,0.79627,0.25585,0.68948,0.20373,12967.0,0.028149,1.2559,0.037398,0.027505,0.94924,0.6723,0.85807,1.2975,0
925,0.35954,1.709,1.2788,0.61446,590.72,0.61789,2.7813,0.17051,0.5209,2.786,0.47423,0.25845,0.9219,0
930,0.19767,4.0589,1.015,0.80233,1551.5,0.23526,5.0589,0.015069,0.21452,0.62223,4.9686,0.66609,2.1555,0
931,0.38333,1.6084,1.0368,0.61653,2003.1,0.18222,2.6087,0.041665,0.16439,0.38608,0.10869,0.39816,1.894,0
932,0.30932,2.2329,0.91645,0.69068,403.65,0.90426,3.2329,0.2035,0.90426,20.009,2.3308,1.4954,1.2673,0
933,0.64899,0.5092,1.0347,0.33047,59927.0,0.0060908,1.5409,0.025206,-0.024152,0.35796,0.038839,0.23232,0.82876,0
936,0.48482,1.0325,1.0769,0.50059,855.7,0.42655,2.0626,0.15893,0.34693,0.75632,0.3278,1.4749,7.2303,0
937,0.37213,1.6664,0.92693,0.62012,-546.88,-0.66742,2.6872,-0.19915,-0.66089,-0.66557,-0.53515,2.0171,7.8162,0
939,0.54841,0.76053,1.1816,0.41708,1190.9,0.30649,1.8235,0.12765,0.27538,1.8003,0.23276,0.82098,1.1085,0
940,0.65731,0.50397,1.0577,0.33126,6299.9,0.057937,1.5214,0.053954,0.03955,0.90987,0.082083,1.555,1.0353,0
941,0.71874,0.34667,1.1217,0.24917,1893.5,0.19277,1.3913,0.13472,0.16114,1.2796,0.18744,0.67817,1.86,0
945,0.37903,1.6319,1.2647,0.61855,331.21,1.102,2.6383,0.40707,0.89148,2.6531,1.074,0.99679,2.6582,0
947,0.67552,0.47988,0.97474,0.32417,1860.2,0.19622,1.4803,-0.043915,0.19001,-0.31132,-0.065009,0.74721,3.74,0
951,0.33566,1.8739,1.1004,0.62901,487.08,0.74936,2.9792,0.15625,0.65051,1.0437,0.46549,0.96679,2.5297,0
955,0.28131,2.5548,1.7831,0.71869,377.39,0.96717,3.5548,0.20975,0.80431,27.309,5.5856,3.3959,6.4828,0
965,0.76661,0.30445,0.84323,0.23339,1291.4,0.28265,1.3044,0.0,0.28265,0.0,0.70287,0.99326,1.8026,0
966,1.082,-0.075756,1.0725,-0.081965,-3856.6,-0.094642,0.92424,0.10332,-0.054568,0.76999,0.095494,0.20479,1.84,0
967,0.56166,0.71799,1.1851,0.40327,1363.6,0.26768,1.7804,0.11556,0.2348,1.5041,0.20574,0.38062,1.278,0
968,0.69924,0.36707,1.2816,0.25667,13827.0,0.026398,1.4301,0.30862,0.021688,2.8412,0.44137,1.0714,2.7833,0
970,0.38397,1.6044,1.1575,0.61603,452.57,0.8065,2.6044,0.2279,0.69092,1.5277,0.59353,0.88425,3.358,0
973,0.7267,0.37609,1.39,0.2733,1572.4,0.23213,1.3761,0.26843,0.23256,1.8453,1.6492,0.62009,3.1056,0
975,0.37615,1.6585,2.2764,0.62385,519.12,0.70312,2.6585,0.19637,0.60272,12.8,5.564,1.3943,3.5181,0
977,0.49681,1.0128,4.5586,0.50319,646.61,0.56448,2.0128,0.28868,0.45937,19.411,8.5299,1.5559,16.219,0
988,0.37073,1.6442,1.1878,0.60956,268.09,1.3615,2.6973,0.43948,1.1107,1.743,1.1854,1.7036,24.477,0
989,0.70339,0.42169,0.3369,0.29661,7435.8,0.049087,1.4217,0.0,0.049087,0.0,0.3057,0.26102,0.41582,0
993,0.66616,0.48939,1.0551,0.32601,2683.5,0.13602,1.5011,0.11183,0.11459,0.63339,0.16788,1.072,3.6902,0
994,0.41324,1.3547,1.0956,0.55984,676.54,0.53951,2.4199,0.15262,0.47171,1.0158,0.36931,1.0775,2.5273,0
995,0.39247,1.5479,3.4219,0.60753,520.51,0.70124,2.5479,0.25499,0.58252,12.935,8.1044,0.94622,4.6849,0
997,0.38753,1.5805,2.0726,0.61247,284.16,1.2845,2.5805,0.33832,1.1209,21.931,4.508,1.5483,4.026,0
1000,0.89737,0.083096,1.1834,0.074567,3109.9,0.11737,1.1144,0.12412,0.096203,3.4914,0.13832,0.6704,0.5627,0
1004,0.47997,1.0827,2.6271,0.51966,647.47,0.56373,2.0835,0.17334,0.48027,28.0,5.1426,1.1184,6.4816,0
1005,0.12052,6.9251,1.1807,0.83464,211.5,1.7258,8.2971,0.13706,1.4773,1.7076,1.1372,3.2067,1.4814,0
1006,0.83649,0.16969,1.0462,0.14194,4442.2,0.082166,1.1955,0.035794,0.07175,0.47327,0.042791,1.0036,1.0721,0
1009,0.35417,1.8235,1.6577,0.64583,413.93,0.8818,2.8235,0.24694,0.76407,9.2103,4.0153,4.7185,6.0031,0
1015,0.54786,0.70609,1.0886,0.38684,1703.0,0.21432,1.8253,0.070583,0.19747,0.86969,0.12883,0.4001,1.344,0
1016,0.44345,1.2551,1.9771,0.55655,1614.5,0.22608,2.2551,0.0,0.22608,0.0,3.4732,1.147,3.208,0
1017,0.23896,2.4916,1.069,0.59538,451.69,0.80808,4.1848,0.12098,0.71213,1.0166,0.50627,1.4582,1.9927,0
1022,0.47404,1.1095,0.79367,0.52596,3050.1,0.11967,2.1095,0.00030836,0.11967,0.018073,1.1515,1.0936,1.1475,0
1023,0.77959,0.28272,2.6174,0.22041,-3673.2,-0.099368,1.2827,-0.013974,-0.099368,-0.14049,3.2204,0.72735,30.025,0
1024,0.46099,1.0198,1.3435,0.47012,831.38,0.43903,2.1692,0.15725,0.37449,3.0925,0.34111,1.6536,1.0269,0
1025,0.37326,1.6791,0.92119,0.62674,627.25,0.5819,2.6791,0.19913,0.48666,10.208,1.9008,2.144,1.3997,0
1027,0.21213,3.714,1.2185,0.78787,231.86,1.5742,4.714,0.0,1.5742,0.0,3.9081,2.1599,2.2451,0
1029,0.3805,1.6281,1.5895,0.6195,969.1,0.37664,2.6281,0.0,0.37664,0.0,3.0692,1.2921,3.1994,0
1032,0.13464,6.0247,1.2357,0.81114,180.91,2.0176,7.4275,0.26,1.67,2.3363,1.9312,4.1091,5.0684,0
1034,0.66658,0.43831,1.1131,0.29217,-38558.0,-0.0094662,1.5002,0.18941,-0.0037034,1.0402,0.28415,0.5623,9.554,0
1036,0.59892,0.66966,3.5851,0.40108,1286.7,0.28368,1.6697,0.12547,0.24288,7.6568,5.8063,0.89408,13.898,0
1037,0.46663,1.143,1.8774,0.53337,1719.9,0.21222,2.143,0.034444,0.20914,2.1384,3.9491,0.41573,2.6628,0
1039,0.29078,2.2127,1.3846,0.6434,276.76,1.3189,3.4391,0.34122,1.0812,3.39,1.1735,0.31323,1.8738,0
1040,0.49751,0.99656,1.0686,0.4958,1173.3,0.31109,2.01,0.11301,0.27096,0.88195,0.22715,0.66845,2.6412,0
1044,0.069153,13.461,0.7065,0.93085,136.41,2.6757,14.461,0.12133,2.2859,22.045,8.3342,20.285,2.0118,0
1054,0.26762,2.7093,1.0972,0.72504,756.96,0.48219,3.7367,0.076002,0.48032,1.0851,0.284,0.93648,1.4941,0
1055,0.50018,0.99929,0.5251,0.49982,-1477.6,-0.24703,1.9993,0.017184,-0.19058,0.093993,0.88642,0.44501,0.86173,0
1057,0.55732,0.79431,2.5554,0.44268,704.56,0.51805,1.7943,0.25997,0.51805,14.803,4.1287,0.64973,3.7557,0
1059,0.54098,0.78443,0.9841,0.42436,54668.0,0.0066767,1.8485,-0.017762,0.0079593,-0.12784,-0.032833,0.5628,3.6985,0
1061,0.057419,15.456,1.0726,0.88746,152.02,2.4009,17.416,0.087409,1.8826,0.66993,1.5223,4.4588,3.613,0
1065,0.68903,0.40149,1.0365,0.27664,3197.4,0.11416,1.4513,0.054947,0.11538,0.33355,0.079745,0.4514,3.5868,0
